uri,label
http://vivo.ufl.edu/individual/n77061,"Parkwood Hospital (Olive Branch, Mississippi)"
http://vivo.ufl.edu/individual/n966842707,Advanstar Communications
http://vivo.ufl.edu/individual/n1896486973,Florida Legislature
http://vivo.ufl.edu/individual/n1499625232,Xcel Energy
http://vivo.ufl.edu/individual/n3568894368,American Society of Veterinary Clinical Pathology
http://vivo.ufl.edu/individual/n169914,Radiation Oncology
http://vivo.ufl.edu/individual/n22113,"University of Dhaka, Bangladesh"
http://vivo.ufl.edu/individual/n607401756,Sepracor Inc
http://vivo.ufl.edu/individual/n1550106053,Prof Science Publishers
http://vivo.ufl.edu/individual/n245668348,Polk County
http://vivo.ufl.edu/individual/n40493,American College of Dentists
http://vivo.ufl.edu/individual/n7818064389,Peking University Press
http://vivo.ufl.edu/individual/n218103,University of Aveiro
http://vivo.ufl.edu/individual/n101842,Organization of Tropical American Nematologists
http://vivo.ufl.edu/individual/n8982539403,Florida Board of Regents
http://vivo.ufl.edu/individual/n72751,University of the Sunshine Coast
http://vivo.ufl.edu/individual/n1475111158,South Carolina Liver Research Consortium
http://vivo.ufl.edu/individual/n29563,University of California at Irvine Affiliated Hospitals
http://vivo.ufl.edu/individual/n81351,Hydrologic Sciences Academic Cluster
http://vivo.ufl.edu/individual/n5670647439,Congress of Neurological Surgeons
http://vivo.ufl.edu/individual/n33266,American Academy of Sleep Medicine
http://vivo.ufl.edu/individual/n6642519667,Florida Gas Transmission
http://vivo.ufl.edu/individual/n125344,National Renewable Energy Laboratories (NREL)
http://vivo.ufl.edu/individual/n7607000130,Genomic Standards Consortium
http://vivo.ufl.edu/individual/n869455240,Eurand
http://vivo.ufl.edu/individual/n269194,Computer Science (University of Akureyri)
http://vivo.ufl.edu/individual/n62350,Physics and Astronomy (Johns Hopkins University)
http://vivo.ufl.edu/individual/n7691400862,Pharmadigm
http://vivo.ufl.edu/individual/n1263948582,Sapient's Institute
http://vivo.ufl.edu/individual/n912432355,Gloria Dei Foundation
http://vivo.ufl.edu/individual/n62443,Johns Hopkins Bloomberg School of Public Health
http://vivo.ufl.edu/individual/n98810,"Özel Beyhekim Hastanesi, Adapazari, Turkey"
http://vivo.ufl.edu/individual/n667807817,Florida Healthy Kids Corporation
http://vivo.ufl.edu/individual/n84699534,Association for Glycogen Storage Disease
http://vivo.ufl.edu/individual/n387611,English (Millsaps College)
http://vivo.ufl.edu/individual/n132998,Pathology (University of Pittsburgh)
http://vivo.ufl.edu/individual/n1690861879,Wenner-Gren Foundation Anthro Research
http://vivo.ufl.edu/individual/n259941,"Veterans Administration Hospital, North Chicago, IL"
http://vivo.ufl.edu/individual/n707083090,Center for Public Issues Education
http://vivo.ufl.edu/individual/n3253782353,Canine Comparative Oncology Genomics Con
http://vivo.ufl.edu/individual/n128193,Monroe Carell Jr. Children's Hospital
http://vivo.ufl.edu/individual/n1399865353,Florida Power Corporation
http://vivo.ufl.edu/individual/n118785,Baltimore Cancer Research Center
http://vivo.ufl.edu/individual/n471717015,Sepm-Society Sedimentary Geology
http://vivo.ufl.edu/individual/n47872,m_gold design and consulting
http://vivo.ufl.edu/individual/n333699743,Health Planning Council of NE Florida
http://vivo.ufl.edu/individual/n7971822048,American Partnership Eosinophilic Disorders
http://vivo.ufl.edu/individual/n100306,"Oxford Centre for Jewish and Hebrew Studies (Oxford, England)"
http://vivo.ufl.edu/individual/n9997353886,Palgrave Macmillan Ltd
http://vivo.ufl.edu/individual/n1307794052,Vision of Children Foundation
http://vivo.ufl.edu/individual/n206599,Barbara Bush's Children's Hospital
http://vivo.ufl.edu/individual/n62837,University of Central Florida
http://vivo.ufl.edu/individual/n2056010605,US Department of Interior Fish and Wildlife Southeast
http://vivo.ufl.edu/individual/n1033594338,Iovate Health Sciences
http://vivo.ufl.edu/individual/n84076,Central Arizona-Phoenix Long-Term Ecological Research Project  (Arizona State University)
http://vivo.ufl.edu/individual/n3498253741,Revista De Estudios Hispanicos
http://vivo.ufl.edu/individual/n466171,Information Technology
http://vivo.ufl.edu/individual/n113233,"ICIPE Coastal Research Station, Mombasa, Kenya"
http://vivo.ufl.edu/individual/n1410711779,Kittelson and Associates Inc
http://vivo.ufl.edu/individual/n1018804674,Southern Soybean Research Program
http://vivo.ufl.edu/individual/n202472,University of Florida - IFAS - Infostructure Task Force
http://vivo.ufl.edu/individual/n188497705,Nova Digital Systems Inc
http://vivo.ufl.edu/individual/n1061006693,Construction of the University for the Advancement of Hydrological Sciences
http://vivo.ufl.edu/individual/n1141250601,3M Company
http://vivo.ufl.edu/individual/n50371,Whiting School of Engineering
http://vivo.ufl.edu/individual/n470175201,Medical College of Va
http://vivo.ufl.edu/individual/n1048155765,Doberman Pinscher Club of America
http://vivo.ufl.edu/individual/n276285,Alachua Conservation Trust
http://vivo.ufl.edu/individual/n6061848896,Lesco
http://vivo.ufl.edu/individual/n35265,Millersville University
http://vivo.ufl.edu/individual/n3718595775,US Small Business Administration
http://vivo.ufl.edu/individual/n66774,Behavioral and Cognitive Neuroscience  Program
http://vivo.ufl.edu/individual/n99887,University of Franche-Cornte
http://vivo.ufl.edu/individual/n229556,Cuyahoga Falls General Hospital
http://vivo.ufl.edu/individual/n2170753153,Current Medicine Group
http://vivo.ufl.edu/individual/n4028136018,Simon and Schuster
http://vivo.ufl.edu/individual/n3950099438,Csl Behring GmbH
http://vivo.ufl.edu/individual/n154163619,Carefusion
http://vivo.ufl.edu/individual/n35937,Converse County School District 1
http://vivo.ufl.edu/individual/n27601,Microbial Pathogenesis (Yale University)
http://vivo.ufl.edu/individual/n7886364108,Cyclodextrin Technology Development
http://vivo.ufl.edu/individual/n52490,Center for Minority Prostate Cancer Training & Research (Florida A&M University) 
http://vivo.ufl.edu/individual/n6852664350,Icsc Educational Foundation
http://vivo.ufl.edu/individual/n2130970558,US Department of Agriculture Smith Lever
http://vivo.ufl.edu/individual/n122466,Medical and Research Advisory Group (The Prostate Health Education Network)
http://vivo.ufl.edu/individual/n121823,Rehabilitation Institute of Chicago
http://vivo.ufl.edu/individual/n452017,School of Electrical Engineering and Computer Science (Washington State University)
http://vivo.ufl.edu/individual/n1073503334,The Bay and Paul Foundations
http://vivo.ufl.edu/individual/n1357479150,Sri International
http://vivo.ufl.edu/individual/n68914,"VAMC Madison, WI"
http://vivo.ufl.edu/individual/n2064091649,Parkinson's UK
http://vivo.ufl.edu/individual/n3438021707,Statistica Sinica
http://vivo.ufl.edu/individual/n59592,Aquatic Pathobiology Center (University of Maryland)
http://vivo.ufl.edu/individual/n6752622396,University of Texas Arlington
http://vivo.ufl.edu/individual/n528972949,Henkel Corporation
http://vivo.ufl.edu/individual/n4462346199,Pepper Research Inc
http://vivo.ufl.edu/individual/n8356846967,Ifyber
http://vivo.ufl.edu/individual/n252227,American University of the Caribbean Montserrat
http://vivo.ufl.edu/individual/n50561,United States Circuit Judge for the United States Court of Appeals for the District of Columbia Circuit
http://vivo.ufl.edu/individual/n70814,Paper Mill
http://vivo.ufl.edu/individual/n223852,Optimum Rehab
http://vivo.ufl.edu/individual/n243219,UF/IFAS Extension
http://vivo.ufl.edu/individual/n32692,Agricultural and Biological Engineering (Mississippi State University)
http://vivo.ufl.edu/individual/n3468023299,American Association Laboratory Animal Science
http://vivo.ufl.edu/individual/n56115,University of Basel
http://vivo.ufl.edu/individual/n7680093562,International Dyslexia Association
http://vivo.ufl.edu/individual/n51290,Carson Newman College
http://vivo.ufl.edu/individual/n998252980,Sarasota County
http://vivo.ufl.edu/individual/n1918421505,Ellder Inc
http://vivo.ufl.edu/individual/n146954,Appalachian State University
http://vivo.ufl.edu/individual/n1627983853,US National Endowment for the Humanities
http://vivo.ufl.edu/individual/n219737,International Ozone Association
http://vivo.ufl.edu/individual/n2500333361,Zoetis
http://vivo.ufl.edu/individual/n96701,"Iams, a Procter & Gamble Company"
http://vivo.ufl.edu/individual/n582951557,School Board of Sarasota County
http://vivo.ufl.edu/individual/n7322949610,American Anthropological Association
